label,rms,zcr,crest,spectral_centroid,spectral_rolloff,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,quantum_enhancement_ratio,squeezing_eff,energy_low,energy_mid,energy_high
normal,0.13928121912078703,0.21802267573696146,3.4742932437790284,4966.743341482548,9170.652262369791,-85.56320566904733,4.5929643713420605,4.3945555913864895,5.409932910634764,8.28904808575653,4.531827401168664,8.47954843960151,4.403567338840285,7.610744242659387,4.712675117239739,6.444429905713617,4.60372873427042,5.389384113607606,4.012709592036148,4.616832579943796,3.510024669255778,4.0185331525693355,3.1477735388748465,2.888029883657884,2.9166324049063896,2.369119789545238,3.1000211806417823,1.2255113489974765,3.120634632986552,-0.480808230035258,3.12645003785417,1.8368414997511233,-0.5978339338966608,38540.24226414867,65793.56165923594,724161.5833912896
normal,0.13913936627081844,0.21903854875283446,3.3567997591770977,4975.493194011556,9176.833089192709,-85.34496979546809,4.631438483616111,4.767971202910364,5.599164061808002,8.516645054272786,4.894939735119337,7.771067438298355,4.783309050674109,7.537823236212291,4.318028704266778,6.346067641439891,4.480088701241566,5.705754422971023,4.598930280739639,5.061960541070785,3.8292916065631264,3.752062448334082,3.3914660070769966,3.2458791617014726,3.1797346190617284,1.9939444768153105,3.109837210629105,1.0715319091754243,2.948577296158026,0.21483562850434024,2.993756203022334,1.8368755675627275,-0.5975487247534459,38262.72518321393,66701.64274608219,724453.9566281857
normal,0.13926377152259498,0.21779591836734694,3.388621371498835,4971.861619208554,9173.892211914062,-85.6140730795082,4.10244396117864,4.334806066409391,4.750083054726683,8.296877610986716,4.440407405042763,7.9318768107394595,4.593706711136704,7.4250899657691845,4.667202265489973,6.585594171071837,4.352332097074792,5.970165546111357,4.046563175894374,4.982152312286779,3.766848297358544,3.928073895654581,3.730398900152318,3.2717909446173343,3.4405262412744024,2.0733353192429798,3.347046744575056,1.27215600414725,2.9581313630727437,0.17640399419857633,3.059688625144925,1.8368257590453523,-0.5982432301855113,38215.13391759704,66193.21701751449,724043.798156324
normal,0.1390030155991523,0.22062585034013604,3.288490472624537,4967.157416005705,9173.294067382812,-85.34102277020173,4.5883796695136425,4.815260424492269,4.959764521645307,8.52505296178598,4.533876673342978,8.232658880328295,4.790859847590654,7.499007445555528,4.916167704949363,6.516413735841343,4.669977757550913,5.627044119543999,4.303828056575422,4.73704416527987,3.750018098850601,4.1269846171382545,3.474893219877139,3.013559059472514,3.2589237760668666,2.0355143410200074,3.191901972675965,1.0305238437371287,2.7905238793155376,-0.4303410871950722,2.787966035418139,1.836856949001216,-0.5980903772190724,39005.51565033774,66432.07703193491,723531.957554053
normal,0.13936317537334278,0.21657142857142858,3.434685929713022,4955.743903940275,9165.518188476562,-85.24839402463675,4.365913371552765,4.96234069355147,5.030786150766563,8.097011004888854,4.358378812595642,8.05625497574921,4.254589377753914,7.714726859545899,4.632057855200318,7.166102818941131,4.248974195298923,6.499281730388963,4.064571065353864,5.5086675636522955,3.7579946103352797,4.455409538523601,3.4309761848680465,3.4024243817787276,3.2339949120873723,2.075711012520868,3.320572188245111,0.6525458898122685,3.2303811087518066,-0.08200595134580466,3.002769010081858,1.8368243863589602,-0.5977599142789777,39409.69538941319,65811.5430033007,721702.8654530399
normal,0.13949440009143108,0.2193922902494331,3.2247436544621273,4956.3546925335995,9153.206380208334,-85.33066036836614,4.229391437705032,4.622018662071312,5.0003275025893235,7.8371835663929845,5.030530441519464,8.013517706479021,5.24433396123115,7.285427940924375,4.836718762344443,6.4752749032831085,4.3497570993979195,6.031012829579468,3.6046498065843613,4.943639722282755,3.4675475187234217,3.457122337705372,3.5638638898341592,3.4868054280367935,3.1815879718866884,2.317933370034597,3.1344517260965734,1.312372889286049,2.742043217859477,-0.19014903941383568,2.802081945421496,1.8368381086193424,-0.5974356707674793,38999.99519898268,66361.18816522544,722899.632866286
normal,0.13915620654773955,0.21868480725623582,3.2479768778458387,4959.368996227821,9170.901489257812,-85.17393981752735,4.317121470893228,4.785168195437914,5.126176616494178,8.13067941898757,4.826945074929251,7.940217029675142,4.467094545082095,6.985801896873513,4.762728777561116,6.320492751745866,4.639080916222378,6.042529410237508,4.35433760704118,4.447914019094118,3.7622168539108802,3.506435967164261,3.2157357124454142,3.032345936560794,2.6918225239872116,1.990349882642745,2.8246388617049085,0.9170068520765421,3.0127411230400174,0.0210126972104905,2.8917163600390117,1.8368427062156951,-0.5982737260599755,38075.59083978033,67117.75778004015,723801.8564209883
normal,0.13922623053479674,0.2188299319727891,3.443758679168813,4966.388976760051,9169.5556640625,-85.83116253219698,4.5196709275915286,4.36845802333581,5.115376521271126,8.162916708851162,4.600825811027013,8.199498377580396,4.45193836003241,7.590691824115372,4.1726701763744805,6.9077674714535355,4.229948970672878,6.363757305332149,4.2177922143802515,5.077339219174298,4.1101419127338765,4.394483840950639,3.4425398348410363,3.0448905367226335,3.174609364041199,1.9018737717766383,3.1235519591089256,1.23482014220444,3.227850759206656,-0.09620124869397645,3.1720280637930256,1.8368217187020595,-0.5976691804955871,38712.51906370292,65629.64208405267,721868.8773074448
normal,0.1391200318093554,0.21644444444444444,3.393141665001736,4971.801156898342,9185.107421875,-85.58555986836143,4.573816796772651,4.538254134379242,4.642165610352791,8.482075562573378,4.648818809059413,8.473625510069454,4.7481068760066005,7.660123166192425,4.857353560138734,6.001348177300755,4.303044294531247,5.6441405515545915,3.784628848725517,4.58281853568564,3.778333645055136,3.900302335066142,3.630461181583335,2.717045001562303,3.3422209615719063,1.8402338069193667,2.923809460482777,1.041760117162063,2.8629499199808097,-0.25462358224233705,2.990128408197676,1.8368517244925842,-0.5981776569813637,38610.67149473373,66094.39318635287,722748.0185700007
normal,0.13942683840320097,0.21965532879818594,3.530945452271786,4973.617714236206,9162.926228841146,-85.97635089160552,4.510992112785523,4.078671728305218,5.129961871152965,8.54248102481721,5.069724118140076,8.340393399067592,5.046229033951702,7.581291100857573,4.816765852450359,6.8153840374911185,4.2480570403190505,5.6380231003484145,3.7466549325888407,4.946957211019773,3.5368522305334853,4.299465127500651,3.344494375506598,3.455434795153082,3.353672216002831,2.2091518477623446,3.1132323366913477,1.2447435036269259,2.722545595881729,-0.10495852035277589,2.6423743340547015,1.8368389282943633,-0.5973155615812178,38632.21600404167,65039.59630388295,724155.538918638
normal,0.13944484216786704,0.21705215419501134,3.4314486298963582,4969.768488519178,9163.673909505209,-85.06057392613093,4.555473886368146,5.095860036534559,5.319156689361491,8.32789927237233,4.786397669035727,7.453975253604005,4.7270347163141215,7.782334986977831,4.878232793419969,6.737152276780985,4.211939795880359,5.621315014932456,3.9390371758526603,4.742518098452266,3.5194439829136326,3.520620588569858,3.213628119681095,2.9258171033784492,3.2711768710731453,1.974976734534063,3.2137979290717276,1.6400173354591683,2.917864280699892,-0.011531660377335004,2.70576129881568,1.836838478456732,-0.5977162955893386,38523.17987648008,66890.6601958652,723595.1524983639
normal,0.13928781080039368,0.2178684807256236,3.6267748333845304,4974.050753228091,9183.31298828125,-85.80253487967494,4.063535138347981,4.198701189906636,4.627644914465809,8.398618374818321,4.831593574214697,8.504929988049664,4.83188975520157,7.903362407514677,4.6367623884261855,6.63002713604301,4.171159720257885,6.042482962466046,4.2536532856428035,5.336725650883287,3.568344037756935,4.198700729945895,3.5108199545306666,3.1910391113684278,3.7415130068397,2.0642087292431692,3.3872400344063625,0.8638702460915382,2.9510105235320987,-0.2664869116809393,2.920088732381506,1.8368155273835944,-0.5984988519337004,39032.21395892144,65323.48628879965,722956.6040312996
normal,0.13923302368362817,0.21771428571428572,3.3051438686590995,4958.656182015224,9156.496175130209,-85.29259621965328,4.602325035846579,4.82957219207669,5.064762464521882,8.346721104705072,5.09718254695831,8.211463004701791,4.850094038328697,7.49633280204858,4.517033623855787,6.792378303367907,3.986380824352996,5.770172145714444,3.8842282443086606,4.9900814945063985,3.659989286375696,4.586288857945361,3.6193778576234625,3.678007212934637,3.4277755936626764,2.3896443210394374,2.966955737606411,1.1041398528099309,2.881999528153238,-0.2236581868542558,3.1910386445582257,1.8368612589317195,-0.5978558730272278,38631.27472342242,66537.08601962856,722569.3917234985
normal,0.13930222211577542,0.21998185941043083,3.2250358843499356,4979.527540400137,9178.876749674479,-86.10017172794842,4.746107063302476,4.111539013133053,4.999568106629298,8.78273233366979,4.55688276913357,8.294894480595783,5.16369131616806,7.40248474673136,4.689017856664377,6.647001829729829,4.390836524921195,5.953975661120501,4.198480271473521,5.374121927847305,3.856871006268572,4.14924478653695,3.727272936859164,2.5482833907211915,3.4463838167195067,2.0463337459686888,3.366805948007935,1.037335479517882,2.9907679812441614,-0.16904955801221724,2.5470541173874794,1.8368081940858154,-0.5976174846500583,38664.2921444877,65830.97273083898,722076.9381474404
normal,0.138991193199277,0.21838548752834466,3.2746011110175344,4958.416835845654,9177.082316080729,-85.75996998581984,4.67537546718609,4.666009311462452,4.86437172681784,8.04589504075589,4.70482354215602,8.274758433467062,4.800899577666162,8.164693748873033,4.384638292190974,7.085099407606377,3.9947106679744606,6.145803818024574,3.9421760282872067,5.2074418685618715,4.03359895603684,4.314407935126513,3.8177114599145803,2.853854712279176,3.379631690888073,1.5927206209106102,2.876611960149499,0.8885718088710237,3.260637986229221,-0.07398145714510279,2.990551829261152,1.8368078683443332,-0.5980371187527354,39238.949443484424,65419.882835970464,719616.3474123973
normal,0.13921979955648633,0.218421768707483,3.4491038566208236,4968.183352290448,9182.515462239584,-85.70994448861026,4.259861366566076,4.294242902752017,5.0208677224362,8.194447688452241,4.825328180785858,8.234406317181408,4.759325688184459,7.410222082427606,5.041020443465866,6.883765785608524,4.61611118890518,6.3900972749422085,4.172317517438563,5.480221862117423,3.971485502420942,4.149005466449015,3.642512281750909,3.3517541257302357,3.6010161015325712,2.5210727665334787,3.436977253423436,0.7861549888755894,2.987324212965595,-0.17952627186111697,2.7493263952398177,1.8368469138496084,-0.5981622300549135,38920.74882726729,65982.55535688848,722787.2691214152
normal,0.13923621900449396,0.21901133786848073,3.3723602428265815,4951.191966891762,9159.237670898438,-85.33770088864952,4.159666723825774,4.987146678378625,4.776860508634226,8.243500338572531,5.099944630905212,7.935744811870568,4.705843769424982,7.021387823181794,4.659198436996276,6.565165617932819,4.571812393426425,6.191417909108277,4.456346946308066,5.42647878192332,3.635763810081601,3.809826924080867,3.22570634390721,2.6514361405395586,2.8639016125656407,1.8884773299954032,3.058161479580882,0.5653601096638909,3.3583207089958003,-0.3662710226889484,3.080574396364414,1.8368160672432103,-0.5975571643008273,38578.92362987061,67197.96223247761,721054.9846004118
normal,0.13910873825565143,0.21690702947845805,3.3242632929507163,4955.073256658599,9162.477620442709,-85.07352256257461,4.221391772893186,4.82224328294222,5.146490004573494,8.106013671089794,4.9217289611123025,8.26069228674042,4.779928735096722,7.734896579249361,4.553808885661646,6.943706786620237,4.330282961998011,5.6057155225851165,4.39497198997253,4.94625798008038,3.810179392659438,4.214931651646891,3.3476793260616193,3.301113090985775,3.1240307915516743,2.074361148482445,3.0334445455555636,0.7931868080540035,3.103123163141873,0.2662631975682317,2.885104523841511,1.8368867267476614,-0.5973627886140076,38421.88881044372,66991.72001287094,724983.3287200748
normal,0.13910318998195734,0.2173968253968254,3.4874453924216113,4958.756754075367,9163.624064127604,-86.25172395574312,4.771162177396759,3.9282582892812257,5.015090682207888,7.6714573421342855,4.829431005878848,8.66520691744813,4.747559672376693,7.725410438982236,4.21902355680227,6.607915391995785,3.8532437636597114,5.978062675808331,4.242880631275999,4.842562211339839,3.954320360976009,3.5807633522496105,3.7422245011221418,2.5708252891196226,3.2582325037308926,2.093697596250891,3.0481446572683852,1.1035488350331777,2.731539622438988,-0.4894736606443464,3.186184708040816,1.8367771658174183,-0.5975913143937915,37995.034800286085,64980.590818391735,719690.9658510953
normal,0.13939451324881227,0.22027210884353743,3.2002254772819905,4969.78486805539,9189.992268880209,-85.56382344767115,4.7272251641692,4.72437063711272,5.288582807698335,8.485848468503873,4.5927057897341514,8.090456661875795,4.542517887237117,7.683280518915733,4.676505654576915,6.29632714930795,4.509559932020192,5.681668705211636,3.940481238155334,4.6682427821155255,3.9195829397493642,4.0240585147879315,3.5796778619720713,2.8144620256665975,2.973740596696952,1.5391103346147454,2.8047535404893136,0.9665073511215699,2.90993374622689,-0.10194170540559595,2.878985312815803,1.8368589988887893,-0.5970980828692993,38389.743068244075,66480.25280279663,723747.3224309983
normal,0.13907648128454247,0.21746938775510205,3.4315401847842697,4954.580012505611,9169.356282552084,-85.22025882737213,4.9575939100426005,5.2899174700555065,5.061790997336493,8.21161482870512,4.801315296198162,7.872867133198208,4.716613446097116,7.474333229858948,4.482315631247387,6.7527559656987695,3.9783158940448593,5.859787620785095,3.563823029627285,4.745859795786207,3.502515380402742,4.017842189666784,3.6782590919743257,2.9251708115456263,3.98135104104652,2.3094831753625873,3.0866518251295583,1.4215547911007564,2.8702340781111992,0.046927296419059454,3.3591796682755475,1.8368328350474796,-0.5978517579931625,38466.78900216244,66841.28543470599,719929.4412991612
normal,0.13910790546302954,0.21989115646258503,3.8498679927274493,4963.043789420799,9160.533650716146,-85.56003717162987,4.320573263607432,4.157535986442306,5.082098986373742,7.988714348006706,4.613417365320453,8.246784019875511,4.233671305831572,7.48640246067369,4.053715226613162,6.959544793218326,4.4205923374314,5.616226841250174,4.137068573056031,4.577058583253523,3.4823278785340204,3.9045669448064433,3.835164985877169,3.4599202959914614,3.1524974290519747,2.592202331137125,2.892933013873296,1.0740078259654509,2.986139656697701,-0.338099603643681,2.8421847200449295,1.8368757472350816,-0.597952117069165,38178.67573212628,65616.68644967867,725794.5652178619
normal,0.13905749596884484,0.2186485260770975,3.395061518676691,4969.669264749591,9181.020100911459,-85.92421997701196,4.569371233746461,4.227900927771934,4.830033917805106,7.842819498599072,4.83889763096798,7.89914943077797,4.489490120622107,7.418945728640954,4.227823863547478,6.628170702304561,4.178258321453307,6.024680386081117,3.765063019016224,5.289516868949864,3.86096474526957,4.522528904915233,3.8039121305959416,3.5603987230149614,3.392009020361127,2.9607429014597755,3.0149319393194753,1.4815379745555473,2.8142953931585315,-0.06693350102408259,2.7977815263278347,1.8368025784053998,-0.5974577888373634,38223.48118058107,65682.44487347399,721407.2127175234
normal,0.13911807901476891,0.21922902494331065,3.366940407678386,4963.231764196636,9174.988810221354,-85.32471335219715,4.865772373505971,4.932707388118477,5.247400003539784,8.19763324422837,4.831126757030371,7.982774650897597,4.5989749430107425,7.935278448803095,4.305016393479044,7.337253292163658,4.31839094209473,6.024584207358714,4.024946720586415,4.61780748541219,3.861945739509913,3.1071154271797217,3.671234835839165,2.3005973881891912,3.4181222328732375,1.7688784125091603,3.096238163303598,0.9181274197008358,2.8749043462856534,0.06476770942829374,3.131392916699271,1.836854581901719,-0.5977234082276696,39119.96109803951,66427.50049886113,723428.7236539542
normal,0.13918395650295085,0.21600907029478458,3.3180109956485766,4960.251005787579,9182.166544596354,-85.43476252541333,4.349093619550873,4.716251553540203,4.978308898957972,7.8273485351744005,5.294009916360125,7.766019682851952,4.872596796225285,7.705721960524312,4.522770676670371,6.902377017364969,4.0699072786115424,6.201469982182702,4.209946473313134,4.903635189537372,3.8150534293576563,3.973256221417794,3.3411505038214755,3.0136161305630265,3.27873087106403,2.091972525767217,2.9993954280225794,0.6018277556786452,3.065452269843037,-0.4499995449260999,2.7777737127341418,1.836816278821314,-0.5978109234578182,38652.957838371614,66406.10063604187,721432.8995352085
normal,0.13906685834393995,0.22175056689342404,3.328205294002884,4973.568015142846,9182.11669921875,-86.17669078768739,4.512073308398481,3.8804335446946947,5.3273395248226265,7.728067684724817,4.8538372417062705,7.804649006822843,4.5153327369695635,7.842539324078625,4.323318756554936,6.931980724894012,4.111021542463009,6.258030410618674,4.02047719403494,5.7237543615436435,3.7739420665816774,3.592950372324596,3.5221786043045147,2.270121727153377,3.253828687963195,2.2590534595163025,2.9536560012849846,1.3472189920659647,3.1272944473102857,0.33428754937856014,3.0363353194552913,1.836815975886301,-0.5978217520512492,38238.899792810145,65414.91783288885,722089.1692315481
normal,0.13930384686549424,0.2179501133786848,3.3568676250652936,4965.276408339147,9173.194376627604,-85.51038750265045,4.741188269395987,4.365169981002537,4.869235989156662,8.299559564953306,4.3948416873518825,8.362365869660474,4.802878821291048,7.533210772301816,4.639990647114005,6.873846045009056,3.9003390875131867,5.823244231713041,4.112541886007432,4.635134009073148,3.683455305937446,3.4825004669850337,3.292352274217417,2.620988546899678,3.43415741130729,1.5418503575863611,2.9671397249636664,0.21574689564743857,3.170619197642992,-0.590688861443287,2.973260860363778,1.8368329958256797,-0.5982127404335136,38557.05300815124,66220.74700631088,723336.8462645855
normal,0.13941395260322892,0.2199546485260771,3.4022848498028577,4959.997563787991,9165.119425455729,-85.21694009753355,4.151900361610619,4.681788688111671,5.0112690940242866,8.124714479213887,4.638123526533915,7.987219456780872,4.560416087852041,7.542912411607643,4.656871327118597,7.076246149092227,4.269493060949222,5.656604749606485,3.687094888127363,5.085258548679561,3.6927669234767544,4.483063624157638,3.804254812938263,3.464682969697354,3.8541523125935457,2.471420804619351,3.339523355664726,1.1215050070166137,3.1252685431060736,-0.43824227546483413,2.8713352411119293,1.8368509569801243,-0.5977615372742116,38631.81142181275,66490.28316191697,725169.5590478234
normal,0.13930435528955823,0.21666213151927438,3.1593529718402533,4955.144583863685,9170.702107747396,-85.23124219985442,4.328483125639265,4.90657835077929,4.889631324913915,8.327630616870264,4.871856274101826,8.31887137726835,4.981932295528564,7.490670509360278,4.63478316343704,6.647659272319097,4.503601183167282,5.769464653169852,4.236128359749947,4.677075099926115,4.008341642420983,4.146364885195437,3.537719092158862,3.232725483910522,3.284346152949643,2.057476752624104,2.6834599757322324,1.0228643382815545,2.611776715025485,0.2812640918580092,2.8526331544442955,1.8368505374301505,-0.5974069656269277,39052.76896079326,67058.42360135546,723033.8674176182
normal,0.13889990455863574,0.21971882086167802,3.2817338207040003,4968.5740587376895,9172.496541341146,-85.9045812870703,4.314970996445449,4.584154251125814,5.1778364621965665,8.647593608906778,4.985395681797538,8.56286027433259,4.746034245189933,8.227148037187836,4.312069363458657,6.871058803781371,3.9889889297863754,5.861006399639826,3.749009184473197,5.4313518826332015,4.00716787273249,4.139958050597254,3.3983476747700516,2.9872546946897085,3.139895164286767,1.8251968636565206,2.5879594395733245,1.043561227630444,2.8492503892961247,0.1966496059991439,2.8793578971303644,1.8368281792362582,-0.5978412140437765,39034.33164589746,65739.73770377343,720557.6773679506
normal,0.13922717278965197,0.220281179138322,3.3640291711896486,4963.236664340839,9173.443603515625,-85.47263454111628,4.211081471173076,4.319481619971235,4.964793267145118,7.894571071537314,4.8229366161953955,8.46502176294375,5.0136535240905795,8.074046325270363,4.602020671804302,6.816522263317661,4.007962188639586,5.689762145340588,3.8924550167178125,4.778037218079141,3.657094596579994,4.250249607110307,3.468520204870847,3.2342865425357106,3.321314647608796,2.122857121850689,2.8736132912476973,1.151328752481633,3.0843565311318737,0.17779812337838774,2.977572047778934,1.8368588703580029,-0.5979068849028285,38786.74800047049,65861.75295688136,724378.1241814218
normal,0.13921023140403435,0.21778684807256235,3.4971547527111277,4962.773000237939,9171.300252278646,-86.01662412441829,4.631870901235376,4.274565858167285,5.449970261600977,7.8764698489219445,5.036005210448992,8.04250361741691,5.015336280397249,7.189041919906894,5.010748150605282,6.646664109303955,4.085280966630995,5.773038505648521,3.7180792370570845,4.645342862368762,3.5827613039020396,3.7012115824818435,3.49253398077759,2.7433163715544056,3.405332978734368,2.0366631193421814,3.2972464751182717,1.0616779476730807,3.3245713949152482,-0.13579632535690334,3.0438714377607985,1.836798407184375,-0.597748918959369,37752.945239831766,65816.17266300676,720724.4285705155
normal,0.1391933251838434,0.21967346938775512,3.44706727258188,4953.874663840128,9157.393391927084,-85.1024028463675,4.713402003715181,4.873846796013486,5.1218768089742674,8.221534849026876,5.1173193674242405,8.189473952365686,4.821437557546597,7.479684961418257,4.203341223109499,7.051985796784023,3.845591736354259,5.753216992524042,4.064185375542783,4.315171572232564,3.2796024774768853,3.989318308376463,3.622381523686206,3.284077162659164,3.5137201118838575,1.9877274473323752,3.0958025582010973,1.0392998105659805,2.8886121208654214,-0.28362825934695374,3.292166834790374,1.8368371752932966,-0.5977904575588059,38612.80395374024,66970.32011301057,723726.6656910455
